CustomerID,Age,Annual_Income,Spending_Score,Purchase_Frequency_Monthly,Recency_Days,Tenure_Years,Online_Purchase_Ratio,Avg_Basket_Size,Returns_Rate,Loyalty_Points,Discount_Usage_Rate,Email_Open_Rate,App_Sessions_Monthly,Wishlist_Items,Cart_Abandon_Rate,Social_Engagement_Score,Electronics_Spend,Fashion_Spend,Grocery_Spend,Travel_Spend,Customer_Service_Calls,Referral_Count,Gender
148,29.0,16722.0,80.0,26.4,17.0,1.3,0.68,3.6,0.09,2297.0,0.27,0.34,12.2,5,0.26,3.8,1227.0,1350.0,953.0,1061.0,1,1,Male
149,36.0,74341.0,76.5,20.1,12.0,3.6,0.98,5.0,0.04,1757.0,0.31,0.66,10.2,1,0.3,0.0,10234.0,6543.0,11450.0,3885.0,4,2,Male
150,36.0,75272.0,69.9,16.3,33.0,0.2,0.9,8.2,0.0,958.0,0.04,0.41,4.1,3,0.57,0.0,7122.0,10555.0,5304.0,4176.0,4,1,Female
151,41.0,19923.0,11.1,3.6,60.0,1.1,0.4,2.5,0.08,47.0,0.32,0.48,1.8,7,0.34,8.1,1021.0,2847.0,1910.0,1265.0,2,0,Female
152,28.0,98715.0,77.2,21.6,12.0,5.1,0.52,6.7,0.03,1798.0,0.08,0.0,6.9,1,0.3,6.2,5129.0,8638.0,15593.0,7950.0,3,1,Female
153,23.0,31410.0,67.6,12.3,22.0,6.6,0.73,6.4,0.0,925.0,0.0,0.46,2.2,5,0.51,0.2,4664.0,1211.0,3422.0,349.0,1,0,Female
154,64.0,81021.0,10.0,11.7,185.0,2.2,0.39,4.5,0.14,102.0,0.24,0.1,6.9,3,0.44,6.7,2042.0,3880.0,14864.0,6914.0,1,1,Male
155,42.0,23468.0,18.4,6.5,291.0,1.9,0.28,1.7,0.06,121.0,0.3,0.07,3.1,5,0.26,4.3,1298.0,747.0,3572.0,986.0,1,0,Female
156,32.0,91145.0,64.9,21.0,13.0,6.5,0.79,5.5,0.16,1373.0,0.34,0.35,13.8,3,0.25,0.0,11901.0,6949.0,8831.0,8107.0,0,1,Male
157,36.0,87633.0,82.6,31.9,5.0,6.1,0.64,5.2,0.02,2705.0,0.16,0.21,13.4,3,0.67,9.9,4999.0,9143.0,12471.0,62.0,2,2,Female
158,35.0,91108.0,18.8,0.0,192.0,7.4,0.38,1.7,0.02,0.0,0.33,0.36,0.0,3,0.43,2.3,9372.0,6593.0,17739.0,6901.0,0,1,Male
159,39.0,30979.0,22.6,1.7,279.0,2.7,0.14,3.4,0.09,40.0,0.46,0.24,2.9,1,0.39,1.4,2065.0,1099.0,5881.0,2094.0,1,1,Female
160,38.0,75170.0,89.2,24.3,5.0,4.1,0.75,5.9,0.11,2136.0,0.15,0.0,3.3,1,0.27,0.0,9777.0,9400.0,10217.0,5871.0,2,0,Male
161,46.0,32976.0,22.5,5.8,365.0,5.4,0.0,2.8,0.08,147.0,0.33,0.18,0.0,2,0.63,0.0,3492.0,3805.0,5249.0,555.0,2,0,Male
162,51.0,27772.0,29.9,3.2,133.0,3.4,0.17,3.1,0.06,93.0,0.28,0.12,0.0,7,0.62,0.0,2257.0,1717.0,5472.0,1926.0,2,0,Female
163,44.0,28186.0,24.6,2.9,225.0,6.6,0.15,4.1,0.05,67.0,0.31,0.43,1.8,2,0.5,0.0,1124.0,1278.0,3060.0,705.0,1,0,Female
164,50.0,88666.0,15.8,8.3,272.0,4.2,0.39,3.0,0.05,145.0,0.55,0.69,1.6,4,0.27,3.7,8903.0,13022.0,8579.0,4019.0,1,0,Female
165,40.0,89144.0,23.8,6.3,167.0,0.3,0.3,1.0,0.03,162.0,0.14,0.33,6.3,2,0.11,3.8,4619.0,13032.0,14647.0,2294.0,3,0,Male
166,22.0,30238.0,92.0,18.9,37.0,3.0,1.0,4.1,0.1,1976.0,0.32,0.12,11.7,2,0.52,1.8,3914.0,751.0,1650.0,2492.0,1,0,Female
167,43.0,73082.0,19.8,11.4,255.0,5.3,0.21,3.8,0.07,187.0,0.16,0.45,5.3,1,0.43,0.0,3508.0,6299.0,4891.0,3154.0,0,0,Female
168,25.0,19934.0,61.3,14.6,25.0,0.2,0.61,7.1,0.16,858.0,0.47,0.36,10.7,3,0.31,1.8,810.0,833.0,2832.0,1052.0,0,0,Female
169,28.0,30019.0,79.6,22.6,14.0,4.7,1.0,5.8,0.07,1644.0,0.11,0.5,15.9,4,0.36,0.8,2603.0,701.0,5405.0,2101.0,0,1,Female
170,52.0,80425.0,29.4,11.6,118.0,0.6,0.28,3.2,0.03,325.0,0.6,0.49,6.4,4,0.2,0.0,7871.0,6241.0,11873.0,2434.0,0,1,Female
171,19.0,29431.0,74.9,20.8,6.0,1.3,0.72,6.6,0.13,1644.0,0.39,0.27,10.8,1,0.0,3.0,4155.0,2897.0,2574.0,2647.0,1,0,Male
172,40.0,25426.0,12.5,4.4,270.0,5.5,0.49,2.4,0.06,66.0,0.23,0.53,0.0,2,0.4,0.0,2930.0,1977.0,3457.0,504.0,0,0,Female
173,26.0,83666.0,92.2,19.1,4.0,6.4,0.6,8.6,0.05,1422.0,0.5,0.45,6.6,4,0.19,2.0,9258.0,7420.0,4596.0,1600.0,1,0,Female
174,46.0,84501.0,26.9,6.7,261.0,6.3,0.02,3.5,0.11,168.0,0.3,0.42,1.5,3,0.33,0.0,11665.0,7659.0,16319.0,6526.0,1,0,Male
175,34.0,76055.0,17.4,7.0,161.0,4.5,0.14,1.0,0.06,109.0,0.0,0.23,5.1,4,0.26,0.0,3907.0,1910.0,7459.0,5176.0,3,0,Male
176,30.0,78387.0,81.5,25.2,1.0,2.7,0.9,8.4,0.12,1767.0,0.18,0.31,11.2,4,0.43,0.0,9103.0,10677.0,13672.0,147.0,3,0,Male
177,39.0,116210.0,16.6,10.5,164.0,6.1,0.13,4.2,0.09,149.0,0.23,0.23,8.2,3,0.56,3.6,11082.0,17103.0,23072.0,9864.0,0,0,Male
178,40.0,27058.0,22.0,1.3,310.0,1.4,0.03,5.7,0.15,30.0,0.3,0.38,0.0,4,0.73,0.0,3595.0,3442.0,3179.0,1535.0,1,1,Male
179,38.0,97054.0,22.9,5.3,134.0,2.4,0.18,2.6,0.08,114.0,0.0,0.53,4.5,1,0.49,0.0,2602.0,4257.0,18630.0,1038.0,1,1,Male
180,28.0,23133.0,77.6,26.5,38.0,4.4,0.93,5.7,0.0,2340.0,0.25,0.74,15.8,5,0.3,0.0,3018.0,3142.0,4396.0,1373.0,0,0,Male
181,23.0,24167.0,69.8,27.1,10.0,0.2,0.85,5.2,0.11,2108.0,0.22,0.31,12.0,3,0.31,6.2,1273.0,2800.0,2771.0,1216.0,1,1,Female
182,24.0,21806.0,96.1,16.6,34.0,1.5,0.77,6.1,0.12,1909.0,0.34,0.29,5.8,4,0.14,2.0,2953.0,1622.0,1523.0,2046.0,1,0,Male
183,44.0,88937.0,27.2,4.1,181.0,3.8,0.35,4.0,0.12,124.0,0.43,0.25,0.3,4,0.42,4.7,7483.0,4019.0,13126.0,2318.0,2,2,Male
184,45.0,30869.0,12.4,6.7,254.0,6.0,0.25,3.4,0.07,75.0,0.48,0.48,0.0,2,0.42,6.7,3201.0,1125.0,1828.0,503.0,1,0,Male
185,46.0,86071.0,15.9,5.9,324.0,3.5,0.35,1.8,0.13,92.0,0.33,0.34,0.1,6,0.3,0.0,3862.0,10954.0,10078.0,1904.0,0,1,Female
186,37.0,19312.0,10.4,3.0,252.0,4.2,0.18,3.1,0.0,26.0,0.25,0.17,6.8,3,0.44,0.3,1750.0,1092.0,1675.0,336.0,2,1,Female
187,29.0,82587.0,89.0,21.3,11.0,0.7,0.72,5.4,0.01,1875.0,0.42,0.43,7.7,2,0.33,4.2,4765.0,2035.0,10764.0,6434.0,4,2,Male
188,25.0,27865.0,84.1,19.3,40.0,1.6,0.57,6.9,0.1,1427.0,0.31,0.31,10.0,1,0.4,6.3,679.0,2269.0,3931.0,374.0,0,1,Female
189,38.0,79774.0,90.6,24.8,18.0,3.2,0.94,6.7,0.09,2268.0,0.47,0.42,12.1,3,0.51,0.0,9316.0,10442.0,6239.0,3099.0,1,2,Female
190,28.0,74476.0,70.2,26.0,17.0,4.5,0.84,7.2,0.09,2155.0,0.48,0.47,10.6,8,0.51,0.0,1785.0,10767.0,5742.0,3066.0,0,0,Male
191,22.0,28826.0,72.7,9.9,31.0,0.2,0.63,5.1,0.08,619.0,0.39,0.28,1.9,1,0.4,2.6,2986.0,3083.0,4396.0,2363.0,2,1,Female
192,25.0,34945.0,73.4,13.7,14.0,2.6,0.42,4.5,0.04,1087.0,0.37,0.79,7.7,4,0.28,0.0,2254.0,4196.0,4827.0,711.0,2,0,Male
193,38.0,86541.0,22.4,5.1,125.0,1.8,0.18,2.4,0.12,126.0,0.37,0.48,3.6,5,0.39,1.0,4133.0,4860.0,8346.0,3674.0,1,1,Female
194,29.0,22904.0,64.2,21.2,22.0,2.6,0.95,4.0,0.01,1238.0,0.43,0.14,10.3,4,0.42,0.0,1587.0,1807.0,3940.0,1145.0,3,2,Female
195,32.0,103468.0,74.7,25.5,1.0,1.5,0.72,4.8,0.04,1607.0,0.18,0.53,16.6,3,0.4,7.4,10164.0,6952.0,13159.0,5231.0,0,0,Female
196,41.0,80619.0,17.4,8.7,272.0,5.1,0.23,4.2,0.14,163.0,0.43,0.38,2.2,1,0.09,3.1,10685.0,11981.0,9454.0,1974.0,2,0,Male
197,47.0,81055.0,16.0,7.3,197.0,3.6,0.29,4.0,0.1,121.0,0.17,0.16,1.5,1,0.21,3.9,3653.0,12071.0,12167.0,2764.0,1,0,Female
198,49.0,31714.0,19.5,3.9,259.0,4.3,0.13,2.4,0.08,75.0,0.2,0.49,0.8,1,0.36,4.5,1799.0,3646.0,4825.0,364.0,2,0,Male
199,41.0,32998.0,25.2,5.4,123.0,4.4,0.23,2.4,0.03,159.0,0.02,0.98,8.3,4,0.59,2.9,734.0,4285.0,2171.0,2470.0,3,0,Male
200,44.0,68600.0,31.6,5.2,239.0,1.5,0.2,5.4,0.0,174.0,0.22,0.43,2.2,4,0.13,2.3,7519.0,8598.0,6071.0,1880.0,0,1,Female
201,25.0,33656.0,94.6,18.9,42.0,0.2,0.67,6.3,0.12,1433.0,0.48,0.49,8.9,4,0.49,4.6,1448.0,2365.0,1828.0,2012.0,3,0,Male
202,50.0,28371.0,23.4,3.0,177.0,8.7,0.3,1.9,0.15,79.0,0.28,0.29,3.2,3,0.36,1.5,2782.0,1711.0,3376.0,674.0,2,1,Male
203,19.0,24943.0,79.3,14.6,36.0,2.0,0.68,4.0,0.13,1326.0,0.52,0.27,7.4,1,0.39,10.3,534.0,1735.0,1853.0,1730.0,1,0,Male
204,43.0,30359.0,22.1,1.4,215.0,6.7,0.0,3.2,0.08,26.0,0.28,0.23,3.2,0,0.36,0.0,1880.0,1658.0,3681.0,3003.0,2,0,Male
205,36.0,28455.0,81.8,18.7,25.0,3.8,0.69,5.9,0.11,1314.0,0.22,0.0,10.2,6,0.27,1.0,1524.0,1841.0,2718.0,2725.0,2,1,Female
206,55.0,73475.0,13.1,9.3,232.0,5.1,0.26,3.9,0.12,120.0,0.23,0.38,2.2,2,0.45,4.4,5755.0,4034.0,10544.0,4300.0,2,1,Female
207,22.0,29619.0,67.0,14.6,6.0,3.2,0.87,2.9,0.05,804.0,0.31,0.5,8.0,2,0.62,0.0,1489.0,3077.0,5395.0,2306.0,0,1,Female
208,21.0,27839.0,73.7,27.5,21.0,0.5,0.73,4.0,0.03,1818.0,0.29,0.42,15.7,1,0.27,6.1,3359.0,3789.0,3325.0,833.0,0,0,Female
209,18.0,28942.0,84.5,24.4,27.0,1.6,0.71,4.9,0.1,1891.0,0.2,0.27,13.0,1,0.62,5.3,3143.0,3351.0,3299.0,2741.0,0,0,Male
210,53.0,30869.0,30.4,3.9,321.0,2.4,0.13,1.5,0.1,130.0,0.5,0.39,0.6,1,0.32,8.0,2770.0,1097.0,4595.0,1967.0,1,4,Female
211,55.0,20865.0,23.3,3.0,269.0,6.8,0.29,5.2,0.11,79.0,0.44,0.22,0.0,2,0.35,2.6,682.0,768.0,2453.0,1185.0,1,0,Female
212,28.0,18710.0,85.8,12.9,33.0,3.7,0.84,4.0,0.1,1147.0,0.27,0.52,5.1,1,0.39,10.4,1140.0,1583.0,1494.0,584.0,1,1,Female
213,23.0,91658.0,91.6,24.1,16.0,3.4,0.99,6.8,0.02,1811.0,0.43,0.21,17.4,2,0.56,0.0,9309.0,5225.0,8631.0,3558.0,1,0,Female
214,25.0,18319.0,76.2,17.1,36.0,1.8,0.53,5.6,0.05,1536.0,0.21,0.21,6.0,7,0.35,4.0,2563.0,2440.0,995.0,710.0,1,0,Female
215,47.0,31779.0,11.3,5.3,185.0,2.0,0.19,3.0,0.03,57.0,0.16,0.62,0.0,2,0.33,4.0,2022.0,998.0,5785.0,1965.0,2,1,Male
216,34.0,84827.0,14.1,13.3,235.0,2.4,0.16,5.5,0.01,179.0,0.42,0.34,0.8,5,0.16,0.0,6469.0,12582.0,12065.0,5839.0,2,1,Male
217,23.0,18322.0,67.6,7.6,26.0,0.8,0.56,6.0,0.04,543.0,0.22,0.62,2.7,3,0.46,0.0,2242.0,431.0,2514.0,1719.0,2,0,Male
218,37.0,86673.0,36.8,1.7,235.0,5.1,0.25,1.9,0.01,61.0,0.57,0.03,4.7,5,0.43,3.3,3210.0,7143.0,8982.0,5186.0,1,0,Female
219,20.0,18975.0,74.5,19.8,12.0,1.3,0.7,3.2,0.14,1633.0,0.26,0.33,9.8,4,0.57,0.8,2519.0,1422.0,2635.0,1262.0,2,2,Male
220,34.0,79389.0,76.9,27.5,13.0,3.0,0.68,7.4,0.0,1893.0,0.45,0.25,13.5,7,0.38,9.5,3123.0,10764.0,4709.0,986.0,2,0,Male
221,43.0,24208.0,15.0,3.4,266.0,3.7,0.1,3.2,0.14,57.0,0.0,0.08,0.0,1,0.38,0.0,2202.0,3575.0,3754.0,37.0,2,0,Female
222,40.0,27173.0,20.3,3.2,314.0,5.2,0.33,1.7,0.0,67.0,0.33,0.37,7.6,5,0.35,11.3,1139.0,4034.0,3236.0,1182.0,0,0,Female
223,47.0,27397.0,28.0,3.5,278.0,6.3,0.23,1.0,0.01,88.0,0.22,0.48,7.0,2,0.71,0.0,2722.0,3688.0,2754.0,1421.0,1,0,Female
224,44.0,26447.0,26.7,6.2,255.0,4.5,0.51,1.0,0.07,152.0,0.34,0.09,2.4,3,0.28,6.7,3949.0,2629.0,3649.0,2197.0,2,1,Male
225,43.0,97838.0,28.3,1.2,293.0,4.5,0.41,3.1,0.1,32.0,0.45,0.49,4.3,3,0.45,5.9,13636.0,7638.0,10274.0,4385.0,0,1,Male
226,36.0,87732.0,80.2,26.5,8.0,0.2,0.62,6.4,0.07,2135.0,0.39,0.44,13.4,4,0.44,2.8,9092.0,9303.0,9476.0,776.0,2,2,Male
227,26.0,21246.0,82.3,12.0,34.0,0.2,0.62,3.3,0.0,906.0,0.29,0.0,1.8,2,0.43,0.6,568.0,2443.0,1402.0,1658.0,2,0,Male
228,38.0,83768.0,21.1,5.9,257.0,4.2,0.16,5.3,0.04,130.0,0.24,0.45,0.1,8,0.33,0.0,4177.0,5694.0,11010.0,317.0,0,1,Female
229,42.0,73546.0,9.9,7.3,249.0,3.4,0.1,3.1,0.1,62.0,0.42,0.14,1.4,4,0.59,0.0,3433.0,8227.0,7203.0,6854.0,1,0,Female
230,22.0,14292.0,88.7,21.4,5.0,1.8,0.87,4.8,0.16,2212.0,0.17,0.0,9.1,2,0.27,11.6,748.0,2036.0,1069.0,663.0,0,0,Female
231,34.0,84355.0,90.6,18.4,9.0,2.1,0.87,6.8,0.04,1758.0,0.44,0.28,10.7,5,0.5,5.3,5288.0,11648.0,8950.0,4049.0,1,1,Female
232,38.0,72671.0,11.0,2.9,236.0,5.8,0.54,4.7,0.02,28.0,0.56,0.11,4.1,2,0.12,7.5,2743.0,7769.0,12131.0,6047.0,4,1,Female
233,36.0,17698.0,21.2,4.7,233.0,3.5,0.19,1.0,0.12,90.0,0.24,0.36,3.6,3,0.43,3.4,2339.0,878.0,1540.0,1049.0,1,2,Male
234,26.0,25032.0,73.2,26.9,25.0,4.9,0.87,4.7,0.09,1766.0,0.43,0.52,10.9,9,0.05,1.0,2846.0,590.0,1438.0,1921.0,2,2,Female
235,41.0,36143.0,27.5,2.4,162.0,5.8,0.0,3.9,0.05,73.0,0.34,0.48,0.0,2,0.53,7.4,4209.0,4582.0,3136.0,359.0,0,0,Female
236,40.0,98464.0,96.6,23.7,26.0,2.1,0.87,7.8,0.11,2160.0,0.64,0.34,18.6,5,0.37,0.0,7590.0,9488.0,7100.0,1454.0,3,0,Female
237,21.0,24681.0,85.2,18.1,18.0,3.6,0.83,3.2,0.09,1384.0,0.23,0.22,12.5,3,0.44,5.9,2541.0,1940.0,1370.0,830.0,2,1,Male
238,34.0,89984.0,88.2,21.5,10.0,3.6,0.84,8.8,0.14,1848.0,0.4,0.37,12.1,1,0.43,3.6,5275.0,5270.0,12921.0,5870.0,2,2,Female
239,46.0,22853.0,20.4,5.1,217.0,5.1,0.47,2.6,0.04,123.0,0.33,0.48,5.2,2,0.55,0.9,1085.0,2097.0,3132.0,2168.0,1,2,Female
240,25.0,34262.0,86.1,26.2,11.0,4.7,0.9,4.9,0.06,1998.0,0.31,0.17,13.6,1,0.34,0.0,1151.0,1764.0,2095.0,2516.0,1,2,Male
241,37.0,73258.0,87.8,17.1,13.0,7.3,1.0,4.1,0.0,1308.0,0.09,0.39,7.4,1,0.32,0.1,3172.0,5126.0,6263.0,5972.0,0,0,Female
242,36.0,82818.0,80.3,22.1,25.0,3.2,0.56,5.9,0.08,1673.0,0.24,0.44,10.2,4,0.34,9.1,12032.0,11936.0,11734.0,819.0,2,2,Female
243,42.0,96351.0,8.3,4.6,339.0,0.9,0.17,1.0,0.07,34.0,0.23,0.57,5.9,0,0.32,4.6,6731.0,4137.0,13048.0,6285.0,1,1,Female
244,27.0,19409.0,70.0,22.1,3.0,0.6,0.62,8.7,0.05,1603.0,0.19,0.45,8.4,1,0.53,1.4,877.0,2869.0,2117.0,366.0,3,0,Female
245,46.0,73170.0,30.5,6.7,177.0,8.2,0.41,2.6,0.02,188.0,0.48,0.78,0.0,2,0.41,0.7,4886.0,6717.0,8593.0,3081.0,3,0,Female
246,24.0,87832.0,81.8,16.1,21.0,1.2,0.7,7.8,0.1,1176.0,0.19,0.67,10.8,3,0.65,0.0,8347.0,4969.0,7450.0,4910.0,1,1,Male
247,18.0,28569.0,67.2,12.8,18.0,2.5,0.91,6.1,0.05,768.0,0.14,0.12,3.5,5,0.3,0.0,4170.0,658.0,3216.0,381.0,1,0,Female
248,41.0,23856.0,21.9,5.6,259.0,7.6,0.33,2.5,0.09,147.0,0.4,0.48,2.0,3,0.49,0.0,3151.0,2227.0,2692.0,283.0,1,1,Male
249,34.0,92115.0,12.9,8.1,145.0,5.9,0.0,4.9,0.02,108.0,0.1,0.56,1.7,4,0.49,2.7,11030.0,4640.0,9345.0,4196.0,1,1,Male
250,49.0,88206.0,7.0,4.6,200.0,6.9,0.19,4.1,0.02,31.0,0.13,0.56,6.0,5,0.52,2.2,9821.0,10024.0,11404.0,1203.0,1,2,Male
251,23.0,38335.0,73.5,14.0,19.0,0.2,0.87,2.7,0.08,869.0,0.0,0.38,9.4,3,0.35,0.0,3760.0,1866.0,2364.0,1489.0,2,2,Female
252,38.0,85103.0,63.7,24.4,11.0,3.8,0.71,8.3,0.11,1754.0,0.28,0.55,14.2,4,0.27,4.3,3668.0,3986.0,7079.0,7845.0,1,1,Male
253,35.0,90242.0,70.1,27.6,17.0,6.1,0.71,5.5,0.17,2050.0,0.37,0.31,16.5,1,0.63,5.6,5920.0,12954.0,16865.0,4419.0,1,1,Female
254,34.0,88000.0,25.3,9.1,210.0,2.0,0.26,4.2,0.08,261.0,0.32,0.59,3.4,2,0.27,0.0,7946.0,2338.0,6890.0,3613.0,2,1,Male
255,19.0,18517.0,80.5,19.5,15.0,2.9,0.7,4.4,0.08,1813.0,0.33,0.42,12.9,1,0.59,0.0,1212.0,2486.0,2447.0,295.0,1,2,Female
256,45.0,30853.0,14.3,4.6,245.0,6.3,0.2,1.6,0.09,68.0,0.12,0.29,0.4,4,0.28,10.1,1537.0,2779.0,3885.0,2950.0,2,2,Male
257,38.0,81631.0,13.6,10.9,137.0,2.2,0.0,3.2,0.1,148.0,0.24,0.27,2.5,4,0.29,0.0,5822.0,5838.0,8155.0,5233.0,3,1,Female
258,37.0,94080.0,78.6,27.6,12.0,6.3,0.69,6.5,0.17,2601.0,0.51,0.42,11.4,4,0.39,0.0,4517.0,12762.0,16133.0,6498.0,0,1,Female
259,51.0,70157.0,19.5,10.2,300.0,8.4,0.0,2.4,0.12,164.0,0.44,0.45,7.0,3,0.54,1.9,5819.0,6521.0,8585.0,1542.0,0,0,Female
260,48.0,16050.0,7.4,8.0,307.0,5.1,0.29,4.3,0.05,48.0,0.46,0.55,4.0,5,0.48,0.7,1958.0,1802.0,2663.0,337.0,3,2,Female
261,30.0,74965.0,100.0,27.7,14.0,3.3,0.87,5.6,0.05,2840.0,0.31,0.47,17.1,4,0.33,0.0,2918.0,7559.0,10303.0,4821.0,1,2,Female
262,31.0,92683.0,72.4,19.0,19.0,6.4,0.69,4.4,0.04,1124.0,0.06,0.68,10.0,0,0.26,0.0,5928.0,3582.0,15020.0,3518.0,2,1,Male
263,36.0,29360.0,20.3,4.0,190.0,2.0,0.41,4.4,0.04,89.0,0.27,0.18,0.0,3,0.25,3.2,1471.0,813.0,4355.0,14.0,1,0,Female
264,29.0,26657.0,86.8,13.9,18.0,3.8,0.82,2.6,0.22,1358.0,0.13,0.38,7.8,2,0.39,3.7,2677.0,1855.0,3169.0,1184.0,2,0,Female
265,21.0,19554.0,84.6,15.1,23.0,4.2,0.58,2.4,0.09,1036.0,0.36,0.42,5.1,3,0.5,2.5,2469.0,2749.0,3435.0,1872.0,1,0,Male
266,30.0,23926.0,87.3,17.2,6.0,0.2,0.76,2.6,0.11,1236.0,0.24,0.01,3.6,3,0.38,3.9,2443.0,3243.0,1950.0,566.0,0,0,Male
267,23.0,89818.0,81.7,17.6,24.0,5.4,0.82,8.5,0.05,1690.0,0.0,0.15,5.9,5,0.4,4.8,7419.0,9517.0,15506.0,1044.0,3,1,Male
268,37.0,91180.0,81.4,21.3,13.0,2.7,0.74,5.1,0.02,1631.0,0.28,0.21,12.6,2,0.56,9.1,7055.0,10524.0,10050.0,993.0,3,0,Male
269,40.0,25871.0,12.4,4.9,202.0,5.2,0.0,5.1,0.14,54.0,0.14,0.26,5.4,3,0.5,3.1,2420.0,1415.0,2824.0,460.0,1,1,Male
270,40.0,81978.0,70.2,25.5,18.0,2.9,1.0,7.0,0.06,1866.0,0.35,0.51,12.4,3,0.56,9.6,7216.0,2044.0,14336.0,6990.0,1,1,Male
271,29.0,91521.0,88.1,21.5,25.0,4.0,0.83,2.9,0.01,1646.0,0.43,0.13,11.5,4,0.47,7.9,12053.0,7583.0,7331.0,4171.0,2,0,Male
272,32.0,29170.0,75.5,19.6,12.0,7.4,0.65,5.2,0.1,1383.0,0.45,0.55,11.6,1,0.59,2.8,1373.0,3940.0,4948.0,2813.0,2,1,Male
273,34.0,31310.0,80.1,15.2,27.0,1.9,0.84,7.6,0.11,1222.0,0.42,0.0,9.1,5,0.57,0.0,681.0,3351.0,1741.0,2096.0,1,0,Female
274,32.0,12425.0,78.5,13.5,25.0,1.8,1.0,5.0,0.07,898.0,0.32,0.32,2.5,7,0.57,5.4,405.0,476.0,1932.0,1143.0,1,0,Female
275,37.0,80795.0,26.1,3.1,276.0,6.8,0.47,4.8,0.11,88.0,0.0,0.72,0.0,3,0.33,0.0,1912.0,8649.0,10756.0,6112.0,2,1,Male
276,42.0,83426.0,6.8,4.3,298.0,0.2,0.22,1.0,0.0,25.0,0.49,0.36,6.1,7,0.42,0.0,8479.0,7290.0,11777.0,2186.0,0,1,Male
277,37.0,88390.0,3.7,4.3,167.0,4.4,0.36,3.9,0.11,17.0,0.09,0.53,3.1,5,0.4,0.9,6925.0,4285.0,7814.0,6555.0,3,1,Male
278,44.0,93268.0,8.2,5.5,211.0,4.2,0.17,3.9,0.04,47.0,0.18,0.15,4.2,6,0.41,0.2,12909.0,12479.0,13649.0,360.0,1,3,Male
279,38.0,88405.0,73.1,20.7,29.0,3.0,0.53,4.1,0.11,1343.0,0.27,0.34,13.3,8,0.54,0.0,12064.0,1951.0,4476.0,4199.0,0,3,Female
280,36.0,103158.0,19.2,2.3,163.0,2.2,0.29,3.2,0.13,37.0,0.34,0.45,4.7,1,0.53,0.0,2158.0,14186.0,12351.0,3051.0,3,1,Female
281,62.0,19814.0,26.8,2.3,229.0,3.7,0.24,3.1,0.06,56.0,0.34,0.37,1.5,0,0.24,0.0,1815.0,832.0,1735.0,175.0,2,0,Female
282,28.0,25621.0,88.6,23.1,20.0,1.8,0.97,7.7,0.0,1965.0,0.56,0.3,12.5,5,0.23,6.5,2874.0,2987.0,3860.0,2360.0,2,0,Male
283,50.0,93993.0,28.0,9.8,233.0,4.1,0.02,4.9,0.07,289.0,0.13,0.5,5.9,1,0.34,3.8,7772.0,12968.0,7466.0,5208.0,2,0,Male
284,20.0,33566.0,73.8,21.5,27.0,1.6,0.97,4.0,0.1,1766.0,0.32,0.35,11.6,3,0.34,5.8,789.0,4761.0,3230.0,82.0,0,1,Male
285,27.0,20368.0,69.2,23.6,30.0,0.7,0.67,7.3,0.0,1722.0,0.13,0.29,13.9,2,0.2,10.4,1996.0,2235.0,2621.0,1786.0,1,1,Male
286,38.0,32377.0,18.2,6.6,227.0,1.2,0.36,2.5,0.14,127.0,0.26,0.49,2.4,2,0.66,0.0,750.0,3653.0,2264.0,3013.0,1,1,Male
287,29.0,29282.0,73.7,14.6,30.0,4.7,0.92,2.3,0.09,1149.0,0.31,0.38,12.2,1,0.58,4.8,4295.0,3593.0,4236.0,772.0,1,1,Female
288,27.0,30387.0,86.0,21.8,29.0,3.1,0.74,3.8,0.12,1997.0,0.43,0.55,10.8,4,0.24,1.4,1600.0,1271.0,2857.0,2688.0,0,0,Female
289,29.0,26916.0,88.2,12.3,1.0,6.3,0.67,4.6,0.09,1139.0,0.23,0.25,6.7,1,0.48,0.0,3190.0,2640.0,1875.0,2014.0,3,1,Female
290,47.0,23790.0,26.3,5.1,238.0,8.3,0.11,3.9,0.06,113.0,0.36,0.46,4.3,0,0.58,6.4,3111.0,1044.0,1244.0,1844.0,0,0,Female
291,35.0,99723.0,80.4,16.7,7.0,0.2,0.76,6.2,0.06,1128.0,0.48,0.36,10.9,2,0.28,9.9,4107.0,14605.0,11107.0,4528.0,0,0,Male
292,45.0,22021.0,10.3,5.5,186.0,6.5,0.16,1.0,0.03,50.0,0.1,0.48,1.3,3,0.45,2.5,2032.0,543.0,1651.0,500.0,1,2,Female
293,30.0,86306.0,100.0,13.8,19.0,0.2,0.74,6.9,0.02,1405.0,0.26,0.24,6.5,6,0.25,3.2,7392.0,4578.0,15093.0,1255.0,2,2,Female
294,50.0,19338.0,19.0,3.6,154.0,6.2,0.0,3.3,0.1,71.0,0.09,0.28,0.0,5,0.34,0.0,2002.0,1416.0,3011.0,1131.0,4,3,Male
295,33.0,74150.0,13.0,10.2,160.0,3.7,0.35,5.9,0.11,120.0,0.21,0.14,2.1,1,0.34,0.0,10263.0,8372.0,6368.0,6974.0,5,1,Male
296,18.0,22006.0,80.1,20.2,5.0,0.2,0.68,6.7,0.02,1435.0,0.28,0.31,10.3,2,0.0,0.0,2054.0,1795.0,3401.0,1518.0,0,2,Male
